"","GEOID","Tract","County","State","FDep","SDI","ReADI","SVI","NA_ADI","NSS7"
"327","01051030103","Census Tract 301.03"," Elmore County"," Alabama",80,31,64,45,NA,63
"328","01051030200","Census Tract 302"," Elmore County"," Alabama",52,49,52,18,49,42
"329","01051030300","Census Tract 303"," Elmore County"," Alabama",37,31,46,21,17,21
"330","01051030401","Census Tract 304.01"," Elmore County"," Alabama",46,56,63,57,64,56
"331","01051030402","Census Tract 304.02"," Elmore County"," Alabama",75,54,64,75,73,60
"332","01051030500","Census Tract 305"," Elmore County"," Alabama",56,33,55,29,67,38
"333","01051030600","Census Tract 306"," Elmore County"," Alabama",61,30,58,70,73,58
"334","01051030701","Census Tract 307.01"," Elmore County"," Alabama",8,9,15,8,35,7
"335","01051030702","Census Tract 307.02"," Elmore County"," Alabama",16,20,22,8,45,13
"336","01051030801","Census Tract 308.01"," Elmore County"," Alabama",51,65,49,25,77,40
"337","01051030802","Census Tract 308.02"," Elmore County"," Alabama",45,71,69,71,71,61
"338","01051030901","Census Tract 309.01"," Elmore County"," Alabama",26,20,28,28,56,31
"339","01051030902","Census Tract 309.02"," Elmore County"," Alabama",58,73,67,80,71,67
"340","01051031001","Census Tract 310.01"," Elmore County"," Alabama",83,61,83,89,83,76
"341","01051031002","Census Tract 310.02"," Elmore County"," Alabama",44,64,65,41,64,56
"342","01051031100","Census Tract 311"," Elmore County"," Alabama",52,34,43,42,68,52
"343","01051031200","Census Tract 312"," Elmore County"," Alabama",77,79,87,61,91,83
"344","01051031300","Census Tract 313"," Elmore County"," Alabama",48,51,48,53,79,43
"345","01053969801","Census Tract 9698.01"," Escambia County"," Alabama",86,75,93,41,92,67
"346","01053969802","Census Tract 9698.02"," Escambia County"," Alabama",95,74,93,73,95,86
"347","01053969900","Census Tract 9699"," Escambia County"," Alabama",87,74,90,64,90,75
"348","01053970100","Census Tract 9701"," Escambia County"," Alabama",56,54,65,48,73,50
"349","01053970200","Census Tract 9702"," Escambia County"," Alabama",82,61,78,72,93,70
"350","01053970300","Census Tract 9703"," Escambia County"," Alabama",73,68,87,50,85,69
"351","01053970400","Census Tract 9704"," Escambia County"," Alabama",84,70,78,71,82,75
"352","01053970500","Census Tract 9705"," Escambia County"," Alabama",83,83,94,86,83,81
"353","01053970600","Census Tract 9706"," Escambia County"," Alabama",91,87,98,86,94,89
"354","01053970700","Census Tract 9707"," Escambia County"," Alabama",83,64,87,68,86,62
"355","01055000200","Census Tract 2"," Etowah County"," Alabama",86,89,95,93,98,87
"356","01055000300","Census Tract 3"," Etowah County"," Alabama",95,99,99,87,86,98
"357","01055000400","Census Tract 4"," Etowah County"," Alabama",55,41,56,33,76,51
"358","01055000500","Census Tract 5"," Etowah County"," Alabama",94,85,96,65,99,82
"359","01055000600","Census Tract 6"," Etowah County"," Alabama",98,85,95,72,98,91
"360","01055000700","Census Tract 7"," Etowah County"," Alabama",95,98,100,86,100,98
"361","01055000800","Census Tract 8"," Etowah County"," Alabama",93,93,97,78,100,88
"362","01055000900","Census Tract 9"," Etowah County"," Alabama",85,66,91,76,98,70
"363","01055001000","Census Tract 10"," Etowah County"," Alabama",97,95,98,98,99,96
"364","01055001100","Census Tract 11"," Etowah County"," Alabama",38,26,40,58,54,40
"365","01055001200","Census Tract 12"," Etowah County"," Alabama",73,93,87,94,86,87
"366","01055001300","Census Tract 13"," Etowah County"," Alabama",91,88,94,67,93,83
"367","01055001600","Census Tract 16"," Etowah County"," Alabama",80,42,81,74,91,69
"368","01055001700","Census Tract 17"," Etowah County"," Alabama",90,82,91,69,99,86
"369","01055010100","Census Tract 101"," Etowah County"," Alabama",80,57,77,65,91,59
"370","01055010201","Census Tract 102.01"," Etowah County"," Alabama",69,45,82,62,91,48
"371","01055010202","Census Tract 102.02"," Etowah County"," Alabama",33,42,48,24,72,29
"372","01055010300","Census Tract 103"," Etowah County"," Alabama",72,51,88,44,92,64
"373","01055010401","Census Tract 104.01"," Etowah County"," Alabama",89,77,81,88,80,85
"374","01055010402","Census Tract 104.02"," Etowah County"," Alabama",25,14,30,39,56,13
"375","01055010503","Census Tract 105.03"," Etowah County"," Alabama",41,31,41,24,71,30
"376","01055010504","Census Tract 105.04"," Etowah County"," Alabama",38,8,34,15,57,12
"377","01055010505","Census Tract 105.05"," Etowah County"," Alabama",35,29,48,28,69,17
"378","01055010506","Census Tract 105.06"," Etowah County"," Alabama",45,10,60,8,60,20
"379","01055010601","Census Tract 106.01"," Etowah County"," Alabama",48,19,40,15,61,39
"380","01055010602","Census Tract 106.02"," Etowah County"," Alabama",76,40,72,23,81,57
"381","01055010700","Census Tract 107"," Etowah County"," Alabama",62,60,76,41,78,47
"382","01055010800","Census Tract 108"," Etowah County"," Alabama",86,70,87,55,92,79
"383","01055010900","Census Tract 109"," Etowah County"," Alabama",75,44,66,35,76,62
"384","01055011001","Census Tract 110.01"," Etowah County"," Alabama",59,47,62,29,74,46
"385","01055011002","Census Tract 110.02"," Etowah County"," Alabama",80,59,79,48,75,66
"386","01055011100","Census Tract 111"," Etowah County"," Alabama",82,67,85,60,87,63
"387","01055011200","Census Tract 112"," Etowah County"," Alabama",99,96,96,93,98,94
"388","01057020000","Census Tract 200"," Fayette County"," Alabama",83,60,85,50,93,60
"389","01057020100","Census Tract 201"," Fayette County"," Alabama",82,54,84,44,81,63
"390","01057020200","Census Tract 202"," Fayette County"," Alabama",82,79,84,78,79,79
"391","01057020300","Census Tract 203"," Fayette County"," Alabama",94,90,93,93,93,92
"392","01057020400","Census Tract 204"," Fayette County"," Alabama",86,64,86,49,89,63
"393","01059972900","Census Tract 9729"," Franklin County"," Alabama",84,71,86,62,79,75
"394","01059973000","Census Tract 9730"," Franklin County"," Alabama",90,81,93,85,90,83
"395","01059973100","Census Tract 9731"," Franklin County"," Alabama",50,13,58,23,65,14
"396","01059973200","Census Tract 9732"," Franklin County"," Alabama",87,74,89,84,87,82
"397","01059973300","Census Tract 9733"," Franklin County"," Alabama",86,80,92,88,72,69
"398","01059973400","Census Tract 9734"," Franklin County"," Alabama",87,85,91,67,90,73
"399","01059973500","Census Tract 9735"," Franklin County"," Alabama",51,50,68,20,84,49
"400","01059973600","Census Tract 9736"," Franklin County"," Alabama",92,78,94,60,96,80
"401","01059973701","Census Tract 9737.01"," Franklin County"," Alabama",77,70,95,44,97,72
"402","01059973702","Census Tract 9737.02"," Franklin County"," Alabama",95,47,88,49,89,78
"403","01059973703","Census Tract 9737.03"," Franklin County"," Alabama",73,61,74,39,78,70
"404","01061050100","Census Tract 501"," Geneva County"," Alabama",84,75,87,75,92,78
"405","01061050200","Census Tract 502"," Geneva County"," Alabama",59,52,66,32,81,33
"406","01061050300","Census Tract 503"," Geneva County"," Alabama",78,80,86,78,86,77
"407","01061050400","Census Tract 504"," Geneva County"," Alabama",63,58,72,52,82,50
"408","01061050500","Census Tract 505"," Geneva County"," Alabama",69,73,85,64,83,60
"409","01061050600","Census Tract 506"," Geneva County"," Alabama",73,68,79,61,86,67
"410","01063060000","Census Tract 600"," Greene County"," Alabama",69,75,97,63,97,81
"411","01063060101","Census Tract 601.01"," Greene County"," Alabama",88,89,97,86,89,91
"412","01063060102","Census Tract 601.02"," Greene County"," Alabama",85,75,93,74,93,69
"413","01063060200","Census Tract 602"," Greene County"," Alabama",89,77,96,76,98,89
"414","01065040000","Census Tract 400"," Hale County"," Alabama",70,68,74,76,80,62
"415","01065040100","Census Tract 401"," Hale County"," Alabama",79,39,75,50,90,59
"416","01065040200","Census Tract 402"," Hale County"," Alabama",68,52,79,30,82,57
"417","01065040300","Census Tract 403"," Hale County"," Alabama",67,86,91,73,99,89
"418","01065040401","Census Tract 404.01"," Hale County"," Alabama",91,89,96,96,90,87
"419","01065040402","Census Tract 404.02"," Hale County"," Alabama",94,86,98,84,95,98
"420","01065040500","Census Tract 405"," Hale County"," Alabama",81,63,84,65,90,83
"421","01067030100","Census Tract 301"," Henry County"," Alabama",61,70,80,66,89,65
"422","01067030200","Census Tract 302"," Henry County"," Alabama",83,81,88,90,93,86
"423","01067030300","Census Tract 303"," Henry County"," Alabama",88,78,88,64,87,81
"424","01067030400","Census Tract 304"," Henry County"," Alabama",77,54,84,39,92,53
"425","01067030500","Census Tract 305"," Henry County"," Alabama",55,33,49,39,64,43
"426","01067030600","Census Tract 306"," Henry County"," Alabama",84,50,78,48,78,58
"427","01069040100","Census Tract 401"," Houston County"," Alabama",38,41,49,38,51,41
"428","01069040203","Census Tract 402.03"," Houston County"," Alabama",11,2,9,7,38,3
"429","01069040204","Census Tract 402.04"," Houston County"," Alabama",28,38,34,38,50,27
"430","01069040205","Census Tract 402.05"," Houston County"," Alabama",24,19,28,25,50,12
"431","01069040206","Census Tract 402.06"," Houston County"," Alabama",35,38,40,54,59,30
"432","01069040301","Census Tract 403.01"," Houston County"," Alabama",69,72,76,74,81,70
"433","01069040302","Census Tract 403.02"," Houston County"," Alabama",66,86,82,93,86,78
"434","01069040400","Census Tract 404"," Houston County"," Alabama",22,45,38,36,56,37
"435","01069040500","Census Tract 405"," Houston County"," Alabama",45,45,54,41,69,43
"436","01069040600","Census Tract 406"," Houston County"," Alabama",96,99,100,99,100,99
"437","01069040700","Census Tract 407"," Houston County"," Alabama",89,82,91,62,91,83
"438","01069040801","Census Tract 408.01"," Houston County"," Alabama",35,40,45,42,60,35
"439","01069040802","Census Tract 408.02"," Houston County"," Alabama",69,76,78,72,72,67
"440","01069040900","Census Tract 409"," Houston County"," Alabama",52,43,57,60,70,39
"441","01069041000","Census Tract 410"," Houston County"," Alabama",87,95,93,95,95,90
"442","01069041100","Census Tract 411"," Houston County"," Alabama",79,85,88,85,91,75
"443","01069041200","Census Tract 412"," Houston County"," Alabama",94,99,100,98,98,97
"444","01069041400","Census Tract 414"," Houston County"," Alabama",88,95,94,96,91,93
"445","01069041500","Census Tract 415"," Houston County"," Alabama",90,94,96,93,88,93
"446","01069041600","Census Tract 416"," Houston County"," Alabama",72,68,78,73,86,63
"447","01069041700","Census Tract 417"," Houston County"," Alabama",73,40,72,51,85,47
"448","01069041800","Census Tract 418"," Houston County"," Alabama",77,63,79,55,89,72
"449","01069041901","Census Tract 419.01"," Houston County"," Alabama",73,62,74,55,77,58
"450","01069041902","Census Tract 419.02"," Houston County"," Alabama",69,70,78,62,81,65
"451","01069042000","Census Tract 420"," Houston County"," Alabama",81,71,84,70,85,68
"452","01069042100","Census Tract 421"," Houston County"," Alabama",71,69,69,51,75,64
"453","01071950101","Census Tract 9501.01"," Jackson County"," Alabama",90,80,87,66,83,86
"454","01071950102","Census Tract 9501.02"," Jackson County"," Alabama",96,66,84,54,87,79
"455","01071950200","Census Tract 9502"," Jackson County"," Alabama",76,82,85,76,91,72
"456","01071950301","Census Tract 9503.01"," Jackson County"," Alabama",88,66,86,58,82,70
"457","01071950302","Census Tract 9503.02"," Jackson County"," Alabama",88,89,91,90,95,79
"458","01071950400","Census Tract 9504"," Jackson County"," Alabama",70,67,78,62,84,65
"459","01071950500","Census Tract 9505"," Jackson County"," Alabama",85,52,79,50,87,63
"460","01071950601","Census Tract 9506.01"," Jackson County"," Alabama",81,64,85,46,90,64
"461","01071950602","Census Tract 9506.02"," Jackson County"," Alabama",58,83,86,65,92,75
"462","01071950700","Census Tract 9507"," Jackson County"," Alabama",80,82,84,82,80,74
"463","01071950800","Census Tract 9508"," Jackson County"," Alabama",81,88,87,91,88,83
"464","01071950901","Census Tract 9509.01"," Jackson County"," Alabama",83,43,71,37,90,75
"465","01071950902","Census Tract 9509.02"," Jackson County"," Alabama",29,8,38,22,60,20
"466","01071951000","Census Tract 9510"," Jackson County"," Alabama",76,63,80,45,78,59
"467","01071951101","Census Tract 9511.01"," Jackson County"," Alabama",73,57,74,56,86,55
"468","01071951102","Census Tract 9511.02"," Jackson County"," Alabama",90,47,86,58,95,69
"469","01073000100","Census Tract 1"," Jefferson County"," Alabama",94,85,93,95,95,88
"470","01073000300","Census Tract 3"," Jefferson County"," Alabama",84,95,96,86,99,95
"471","01073000400","Census Tract 4"," Jefferson County"," Alabama",95,97,96,98,99,97
"472","01073000500","Census Tract 5"," Jefferson County"," Alabama",95,98,100,98,100,100
"473","01073000700","Census Tract 7"," Jefferson County"," Alabama",98,97,100,97,100,99
"474","01073000800","Census Tract 8"," Jefferson County"," Alabama",93,87,98,94,99,90
"475","01073001100","Census Tract 11"," Jefferson County"," Alabama",64,78,73,87,85,67
"476","01073001200","Census Tract 12"," Jefferson County"," Alabama",88,62,85,68,96,71
"477","01073001400","Census Tract 14"," Jefferson County"," Alabama",92,92,94,70,96,90
"478","01073001500","Census Tract 15"," Jefferson County"," Alabama",93,94,98,96,99,92
"479","01073001600","Census Tract 16"," Jefferson County"," Alabama",91,88,98,92,99,92
"480","01073001902","Census Tract 19.02"," Jefferson County"," Alabama",97,92,97,91,98,94
"481","01073002000","Census Tract 20"," Jefferson County"," Alabama",93,99,99,98,96,98
"482","01073002100","Census Tract 21"," Jefferson County"," Alabama",95,93,97,97,96,94
"483","01073002200","Census Tract 22"," Jefferson County"," Alabama",87,89,94,94,96,95
"484","01073002303","Census Tract 23.03"," Jefferson County"," Alabama",98,98,99,89,95,99
"485","01073002305","Census Tract 23.05"," Jefferson County"," Alabama",19,52,29,33,47,49
"486","01073002306","Census Tract 23.06"," Jefferson County"," Alabama",7,6,12,4,32,9
"487","01073002401","Census Tract 24.01"," Jefferson County"," Alabama",61,83,76,69,55,79
"488","01073002402","Census Tract 24.02"," Jefferson County"," Alabama",96,100,99,97,83,99
"489","01073002701","Census Tract 27.01"," Jefferson County"," Alabama",11,35,16,20,45,3
"490","01073002702","Census Tract 27.02"," Jefferson County"," Alabama",99,94,100,95,76,97
"491","01073002900","Census Tract 29"," Jefferson County"," Alabama",99,97,100,95,76,99
"492","01073003001","Census Tract 30.01"," Jefferson County"," Alabama",62,67,82,56,95,71
"493","01073003002","Census Tract 30.02"," Jefferson County"," Alabama",83,75,83,79,90,86
"494","01073003100","Census Tract 31"," Jefferson County"," Alabama",94,90,95,93,97,91
"495","01073003200","Census Tract 32"," Jefferson County"," Alabama",89,98,94,97,96,94
"496","01073003300","Census Tract 33"," Jefferson County"," Alabama",87,88,92,67,99,95
"497","01073003400","Census Tract 34"," Jefferson County"," Alabama",94,91,95,87,98,93
"498","01073003500","Census Tract 35"," Jefferson County"," Alabama",91,91,94,96,98,96
"499","01073003600","Census Tract 36"," Jefferson County"," Alabama",74,72,82,69,93,66
"500","01073003700","Census Tract 37"," Jefferson County"," Alabama",88,91,95,92,97,93
"501","01073003802","Census Tract 38.02"," Jefferson County"," Alabama",46,69,72,59,95,59
"502","01073003803","Census Tract 38.03"," Jefferson County"," Alabama",80,88,91,93,98,83
"503","01073003900","Census Tract 39"," Jefferson County"," Alabama",72,89,98,81,97,84
"504","01073004000","Census Tract 40"," Jefferson County"," Alabama",96,97,99,96,99,99
"505","01073004200","Census Tract 42"," Jefferson County"," Alabama",82,83,91,86,97,84
"506","01073004501","Census Tract 45.01"," Jefferson County"," Alabama",36,46,32,8,NA,19
"507","01073004502","Census Tract 45.02"," Jefferson County"," Alabama",34,89,70,64,47,87
"508","01073004701","Census Tract 47.01"," Jefferson County"," Alabama",17,50,33,17,58,33
"509","01073004702","Census Tract 47.02"," Jefferson County"," Alabama",8,25,15,8,33,13
"510","01073004800","Census Tract 48"," Jefferson County"," Alabama",12,44,21,25,8,27
"511","01073004901","Census Tract 49.01"," Jefferson County"," Alabama",40,71,64,51,38,48
"512","01073004902","Census Tract 49.02"," Jefferson County"," Alabama",47,80,57,48,65,59
"513","01073005000","Census Tract 50"," Jefferson County"," Alabama",34,70,47,42,54,50
"514","01073005101","Census Tract 51.01"," Jefferson County"," Alabama",97,91,100,86,100,99
"515","01073005103","Census Tract 51.03"," Jefferson County"," Alabama",84,85,88,90,91,81
"516","01073005104","Census Tract 51.04"," Jefferson County"," Alabama",47,61,65,29,69,50
"517","01073005200","Census Tract 52"," Jefferson County"," Alabama",84,89,88,84,96,85
